,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities,average price,market price,foil price
91,Black Knight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205218&type=card,Magic 2011 (Uncommon),"['Black', 'Black']",2,Creature — Human Knight (2/2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)","AVERAGE
$12.00","MARKET
$11.75","FOIL
$18.89"
92,Black Knight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205218&type=card,Magic 2011 (Uncommon),"['Black', 'Black']",2,Creature — Human Knight (2/2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)","AVERAGE
$0.25","MARKET
$0.16","FOIL
$0.83"
93,Blinding Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190195&type=card,Magic 2010 (Common),"['1', 'White']",2,Creature — Human Wizard (1/2),", : Tap target creature.","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.29"
94,Blinding Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190195&type=card,Magic 2010 (Common),"['1', 'White']",2,Creature — Human Wizard (1/2),", : Tap target creature.","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.29"
95,Blinding Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205219&type=card,Magic 2011 (Common),"['1', 'White']",2,Creature — Human Wizard (1/2),", : Tap target creature.","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.29"
96,Blinding Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205219&type=card,Magic 2011 (Common),"['1', 'White']",2,Creature — Human Wizard (1/2),", : Tap target creature.","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.29"
97,Bog Wraith,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190165&type=card,Magic 2010 (Uncommon),"['3', 'Black']",4,Creature — Wraith (3/3),Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.29"
98,Bogardan Hellkite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191340&type=card,Magic 2010 (Mythic Rare),"['6', 'Red', 'Red']",8,Creature — Dragon (5/5),"Flash
Flying
When Bogardan Hellkite enters the battlefield, it deals 5 damage divided as you choose among any number of targets.","AVERAGE
$0.24","MARKET
$0.06","FOIL
$0.35"
99,Borderland Ranger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189905&type=card,Magic 2010 (Common),"['2', 'Green']",3,Creature — Human Scout (2/2),"When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.","AVERAGE
$0.84","MARKET
$0.69","FOIL
$3.06"
100,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189913&type=card,Magic 2010 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
101,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189913&type=card,Magic 2010 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
102,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189913&type=card,Magic 2010 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
103,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226901&type=card,Magic 2012 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
104,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226901&type=card,Magic 2012 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
105,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226901&type=card,Magic 2012 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
106,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278074&type=card,Magic 2013 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
107,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278074&type=card,Magic 2013 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
108,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278074&type=card,Magic 2013 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.,"AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
109,Bramble Creeper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189915&type=card,Magic 2010 (Common),"['4', 'Green']",5,Creature — Elemental (0/3),"Whenever Bramble Creeper attacks, it gets +5/+0 until end of turn.","AVERAGE
$0.19","MARKET
$0.04","FOIL
$0.30"
110,Burning Inquiry,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191096&type=card,Magic 2010 (Common),['Red'],1,Sorcery,"Each player draws three cards, then discards three cards at random.","AVERAGE
$0.20","MARKET
$0.05","FOIL
$0.28"
111,Burst of Speed,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191061&type=card,Magic 2010 (Common),['Red'],1,Sorcery,Creatures you control gain haste until end of turn. (They can attack and even if they just came under your control.),"AVERAGE
$3.88","MARKET
$3.18","FOIL
$0.49"
112,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189918&type=card,Magic 2010 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.23","MARKET
$0.11","FOIL
$0.49"
113,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189918&type=card,Magic 2010 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
114,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189918&type=card,Magic 2010 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
115,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208217&type=card,Magic 2011 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.23","MARKET
$0.11","FOIL
$0.49"
116,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208217&type=card,Magic 2011 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
117,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208217&type=card,Magic 2011 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
118,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227225&type=card,Magic 2012 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.23","MARKET
$0.11","FOIL
$0.49"
119,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227225&type=card,Magic 2012 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
120,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227225&type=card,Magic 2012 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
121,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191059&type=card,Magic 2010 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
122,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191059&type=card,Magic 2010 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
123,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191059&type=card,Magic 2010 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
124,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208000&type=card,Magic 2011 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
125,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208000&type=card,Magic 2011 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
126,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208000&type=card,Magic 2011 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
127,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259211&type=card,Magic 2013 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.20","MARKET
$0.04","FOIL
$0.28"
128,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259211&type=card,Magic 2013 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
129,Canyon Minotaur,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259211&type=card,Magic 2013 (Common),"['3', 'Red']",4,Creature — Minotaur Warrior (3/3),,"AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.29"
130,Capricious Efreet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189914&type=card,Magic 2010 (Rare),"['4', 'Red', 'Red']",6,Creature — Efreet (6/4),"At the beginning of your upkeep, choose target nonland permanent you control and up to two target nonland permanents you don't control. Destroy one of them at random.","AVERAGE
$0.19","MARKET
$0.06","FOIL
$0.78"
131,Captain of the Watch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191070&type=card,Magic 2010 (Rare),"['4', 'White', 'White']",6,Creature — Human Soldier (3/3),"Vigilance (Attacking doesn't cause this creature to tap.)
Other Soldier creatures you control get +1/+1 and have vigilance.
When Captain of the Watch enters the battlefield, create three 1/1 white Soldier creature tokens.","AVERAGE
$0.39","MARKET
$0.19","FOIL
$0.78"
132,Captain of the Watch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191070&type=card,Magic 2010 (Rare),"['4', 'White', 'White']",6,Creature — Human Soldier (3/3),"Vigilance (Attacking doesn't cause this creature to tap.)
Other Soldier creatures you control get +1/+1 and have vigilance.
When Captain of the Watch enters the battlefield, create three 1/1 white Soldier creature tokens.","AVERAGE
$0.67","MARKET
$0.53","FOIL
$1.85"
133,Captain of the Watch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259716&type=card,Magic 2013 (Rare),"['4', 'White', 'White']",6,Creature — Human Soldier (3/3),"Vigilance (Attacking doesn't cause this creature to tap.)
Other Soldier creatures you control get +1/+1 and have vigilance.
When Captain of the Watch enters the battlefield, create three 1/1 white Soldier creature tokens.","AVERAGE
$0.39","MARKET
$0.19","FOIL
$0.78"
134,Captain of the Watch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259716&type=card,Magic 2013 (Rare),"['4', 'White', 'White']",6,Creature — Human Soldier (3/3),"Vigilance (Attacking doesn't cause this creature to tap.)
Other Soldier creatures you control get +1/+1 and have vigilance.
When Captain of the Watch enters the battlefield, create three 1/1 white Soldier creature tokens.","AVERAGE
$0.67","MARKET
$0.53","FOIL
$1.85"
135,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191595&type=card,Magic 2010 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.67","MARKET
$0.53","FOIL
$1.85"
136,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191595&type=card,Magic 2010 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
137,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191595&type=card,Magic 2010 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
138,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208290&type=card,Magic 2011 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.67","MARKET
$0.53","FOIL
$1.85"
139,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208290&type=card,Magic 2011 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
140,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208290&type=card,Magic 2011 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
141,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220195&type=card,Magic 2012 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.67","MARKET
$0.53","FOIL
$1.85"
142,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220195&type=card,Magic 2012 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
143,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220195&type=card,Magic 2012 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.,"AVERAGE
$0.25","MARKET
$0.19","FOIL
$0.83"
144,Cemetery Reaper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190193&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Zombie (2/2),"Other Zombie creatures you control get +1/+1.
, : Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.","AVERAGE
$0.25","MARKET
$0.19","FOIL
$7.97"
145,Cemetery Reaper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190193&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Zombie (2/2),"Other Zombie creatures you control get +1/+1.
, : Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.","AVERAGE
$4.60","MARKET
$5.28","FOIL
$7.97"
146,Cemetery Reaper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234070&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Zombie (2/2),"Other Zombie creatures you control get +1/+1.
, : Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.","AVERAGE
$0.25","MARKET
$0.19","FOIL
$7.97"
147,Cemetery Reaper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234070&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Zombie (2/2),"Other Zombie creatures you control get +1/+1.
, : Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.","AVERAGE
$4.60","MARKET
$5.28","FOIL
$7.97"
148,Centaur Courser,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189883&type=card,Magic 2010 (Common),"['2', 'Green']",3,Creature — Centaur Warrior (3/3),,"AVERAGE
$4.60","MARKET
$5.28","FOIL
$7.97"
149,Centaur Courser,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189883&type=card,Magic 2010 (Common),"['2', 'Green']",3,Creature — Centaur Warrior (3/3),,"AVERAGE
$0.18","MARKET
$0.02","FOIL
$0.25"
150,Centaur Courser,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279993&type=card,Magic 2013 (Common),"['2', 'Green']",3,Creature — Centaur Warrior (3/3),,"AVERAGE
$4.60","MARKET
$5.28","FOIL
$7.97"
151,Centaur Courser,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279993&type=card,Magic 2013 (Common),"['2', 'Green']",3,Creature — Centaur Warrior (3/3),,"AVERAGE
$0.18","MARKET
$0.02","FOIL
$0.25"
152,Chandra Nalaar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191242&type=card,Magic 2010 (Mythic Rare),"['3', 'Red', 'Red']",5,Legendary Planeswalker — Chandra (6),"+1: Chandra Nalaar deals 1 damage to target player or planeswalker.
−X: Chandra Nalaar deals X damage to target creature.
−8: Chandra Nalaar deals 10 damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.","AVERAGE
$1.85","MARKET
$1.42","FOIL
$5.72"
153,Chandra Nalaar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191242&type=card,Magic 2010 (Mythic Rare),"['3', 'Red', 'Red']",5,Legendary Planeswalker — Chandra (6),"+1: Chandra Nalaar deals 1 damage to target player or planeswalker.
−X: Chandra Nalaar deals X damage to target creature.
−8: Chandra Nalaar deals 10 damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.","AVERAGE
$1.85","MARKET
$1.42","FOIL
$5.72"
154,Chandra Nalaar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205958&type=card,Magic 2011 (Mythic Rare),"['3', 'Red', 'Red']",5,Legendary Planeswalker — Chandra (6),"+1: Chandra Nalaar deals 1 damage to target player or planeswalker.
−X: Chandra Nalaar deals X damage to target creature.
−8: Chandra Nalaar deals 10 damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.","AVERAGE
$1.85","MARKET
$1.42","FOIL
$5.72"
