,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
120,Llanowar Elves,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189878&type=card,Magic 2010 (Common),['Green'],1,Creature — Elf Druid (1/1),: Add .
121,Looming Shade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190550&type=card,Magic 2010 (Common),"['2', 'Black']",3,Creature — Shade (1/1),: Looming Shade gets +1/+1 until end of turn.
122,Lurking Predators,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191388&type=card,Magic 2010 (Rare),"['4', 'Green', 'Green']",6,Enchantment,"Whenever an opponent casts a spell, reveal the top card of your library. If it's a creature card, put it onto the battlefield. Otherwise, you may put that card on the bottom of your library."
123,Magebane Armor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191591&type=card,Magic 2010 (Rare),['3'],3,Artifact — Equipment,"Equipped creature gets +2/+4 and loses flying.
Prevent all noncombat damage that would be dealt to equipped creature.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
124,Magma Phoenix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191397&type=card,Magic 2010 (Rare),"['3', 'Red', 'Red']",5,Creature — Phoenix (3/3),"Flying
When Magma Phoenix dies, it deals 3 damage to each creature and each player.
: Return Magma Phoenix from your graveyard to your hand."
125,Manabarbs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193748&type=card,Magic 2010 (Rare),"['3', 'Red']",4,Enchantment,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player."
126,Master of the Wild Hunt,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191064&type=card,Magic 2010 (Mythic Rare),"['2', 'Green', 'Green']",4,Creature — Human Shaman (3/3),"At the beginning of your upkeep, create a 2/2 green Wolf creature token.
: Tap all untapped Wolf creatures you control. Each Wolf tapped this way deals damage equal to its power to target creature. That creature deals damage equal to its power divided as its controller chooses among any number of those Wolves."
127,Megrim,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189904&type=card,Magic 2010 (Uncommon),"['2', 'Black']",3,Enchantment,"Whenever an opponent discards a card, Megrim deals 2 damage to that player."
128,Merfolk Looter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190174&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Creature — Merfolk Rogue (1/1),": Draw a card, then discard a card."
129,Merfolk Sovereign,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191087&type=card,Magic 2010 (Rare),"['1', 'Blue', 'Blue']",3,Creature — Merfolk Noble (2/2),"Other Merfolk creatures you control get +1/+1.
: Target Merfolk creature can't be blocked this turn."
130,Mesa Enchantress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191378&type=card,Magic 2010 (Rare),"['1', 'White', 'White']",3,Creature — Human Druid (0/2),"Whenever you cast an enchantment spell, you may draw a card."
131,Might of Oaks,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191316&type=card,Magic 2010 (Rare),"['3', 'Green']",4,Instant,Target creature gets +7/+7 until end of turn.
132,Mind Control,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190197&type=card,Magic 2010 (Uncommon),"['3', 'Blue', 'Blue']",5,Enchantment — Aura,"Enchant creature
You control enchanted creature."
133,Mind Rot,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190555&type=card,Magic 2010 (Common),"['2', 'Black']",3,Sorcery,Target player discards two cards.
134,Mind Shatter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191324&type=card,Magic 2010 (Rare),"['Variable Colorless', 'Black', 'Black']",2,Sorcery,Target player discards X cards at random.
135,Mind Spring,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191323&type=card,Magic 2010 (Rare),"['Variable Colorless', 'Blue', 'Blue']",2,Sorcery,Draw X cards.
136,Mirror of Fate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193878&type=card,Magic 2010 (Rare),['5'],5,Artifact,", Sacrifice Mirror of Fate: Choose up to seven face-up exiled cards you own. Exile all the cards from your library, then put the chosen cards on top of your library."
137,Mist Leopard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189921&type=card,Magic 2010 (Common),"['3', 'Green']",4,Creature — Cat (3/2),Shroud (This creature can't be the target of spells or abilities.)
138,Mold Adder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189909&type=card,Magic 2010 (Uncommon),['Green'],1,Creature — Fungus Snake (1/1),"Whenever an opponent casts a blue or black spell, you may put a +1/+1 counter on Mold Adder."
139,Mountain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191402&type=card,Magic 2010 (Land),['Green'],0,Basic Land — Mountain,
140,Naturalize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189896&type=card,Magic 2010 (Common),"['1', 'Green']",2,Instant,Destroy target artifact or enchantment.
141,Nature's Spiral,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189917&type=card,Magic 2010 (Uncommon),"['1', 'Green']",2,Sorcery,Return target permanent card from your graveyard to your hand.
142,Negate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190164&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Instant,Counter target noncreature spell.
143,Nightmare,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191319&type=card,Magic 2010 (Rare),"['5', 'Black']",6,Creature — Nightmare Horse (*/*),"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control."
144,Oakenform,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189922&type=card,Magic 2010 (Common),"['2', 'Green']",3,Enchantment — Aura,"Enchant creature
Enchanted creature gets +3/+3."
145,Open the Vaults,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193877&type=card,Magic 2010 (Rare),"['4', 'White', 'White']",6,Sorcery,Return all artifact and enchantment cards from all graveyards to the battlefield under their owners' control. (Auras with nothing to enchant remain in graveyards.)
146,Ornithopter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191337&type=card,Magic 2010 (Uncommon),['0'],0,Artifact Creature — Thopter (0/2),Flying
147,Overrun,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189906&type=card,Magic 2010 (Uncommon),"['2', 'Green', 'Green', 'Green']",5,Sorcery,Creatures you control get +3/+3 and gain trample until end of turn.
148,Pacifism,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190574&type=card,Magic 2010 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block."
149,Palace Guard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190534&type=card,Magic 2010 (Common),"['2', 'White']",3,Creature — Human Soldier (1/4),Palace Guard can block any number of creatures.
150,Panic Attack,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191081&type=card,Magic 2010 (Common),"['2', 'Red']",3,Sorcery,Up to three target creatures can't block this turn.
151,Phantom Warrior,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189892&type=card,Magic 2010 (Uncommon),"['1', 'Blue', 'Blue']",3,Creature — Illusion Warrior (2/2),Phantom Warrior can't be blocked.
152,Pithing Needle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191592&type=card,Magic 2010 (Rare),['1'],1,Artifact,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities."
153,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191382&type=card,Magic 2010 (Land),['1'],0,Basic Land — Plains,
154,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191599&type=card,Magic 2010 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.
155,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191313&type=card,Magic 2010 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game."
156,Polymorph,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191380&type=card,Magic 2010 (Rare),"['3', 'Blue']",4,Sorcery,"Destroy target creature. It can't be regenerated. Its controller reveals cards from the top of their library until they reveal a creature card. The player puts that card onto the battlefield, then shuffles all other cards revealed this way into their library."
157,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190159&type=card,Magic 2010 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card."
158,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189900&type=card,Magic 2010 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.
159,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191102&type=card,Magic 2010 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.
160,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193753&type=card,Magic 2010 (Mythic Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step."
161,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194425&type=card,Magic 2010 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.
162,Raging Goblin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191056&type=card,Magic 2010 (Common),['Red'],1,Creature — Goblin Berserker (1/1),Haste (This creature can attack and as soon as it comes under your control.)
163,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189887&type=card,Magic 2010 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle."
164,Razorfoot Griffin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189891&type=card,Magic 2010 (Common),"['3', 'White']",4,Creature — Griffin (2/2),"Flying (This creature can't be blocked except by creatures with flying or reach.)
First strike (This creature deals combat damage before creatures without first strike.)"
165,Regenerate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193739&type=card,Magic 2010 (Common),"['1', 'Green']",2,Instant,"Regenerate target creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)"
166,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191336&type=card,Magic 2010 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats."
167,Rhox Pikemaster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190576&type=card,Magic 2010 (Uncommon),"['2', 'White', 'White']",4,Creature — Rhino Soldier (3/3),"First strike (This creature deals combat damage before creatures without first strike.)
Other Soldier creatures you control have first strike."
168,Righteousness,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191341&type=card,Magic 2010 (Uncommon),['White'],1,Instant,Target blocking creature gets +7/+7 until end of turn.
169,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190192&type=card,Magic 2010 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.
170,Rod of Ruin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191339&type=card,Magic 2010 (Uncommon),['4'],4,Artifact,", : Rod of Ruin deals 1 damage to any target."
171,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191057&type=card,Magic 2010 (Rare),['4'],0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or ."
172,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191318&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.
173,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189888&type=card,Magic 2010 (Common),"['1', 'Green']",2,Creature — Bear (2/2),
174,Safe Passage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190176&type=card,Magic 2010 (Common),"['2', 'White']",3,Instant,Prevent all damage that would be dealt to you and creatures you control this turn.
175,Sage Owl,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190188&type=card,Magic 2010 (Common),"['1', 'Blue']",2,Creature — Bird (1/1),"Flying
When Sage Owl enters the battlefield, look at the top four cards of your library, then put them back in any order."
176,Sanguine Bond,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190190&type=card,Magic 2010 (Rare),"['3', 'Black', 'Black']",5,Enchantment,"Whenever you gain life, target opponent loses that much life."
177,Seismic Strike,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191095&type=card,Magic 2010 (Common),"['2', 'Red']",3,Instant,Seismic Strike deals damage to target creature equal to the number of Mountains you control.
178,Serpent of the Endless Sea,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190169&type=card,Magic 2010 (Common),"['4', 'Blue']",5,Creature — Serpent (*/*),"Serpent of the Endless Sea's power and toughness are each equal to the number of Islands you control.
Serpent of the Endless Sea can't attack unless defending player controls an Island."
179,Serra Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193767&type=card,Magic 2010 (Uncommon),"['3', 'White', 'White']",5,Creature — Angel (4/4),"Flying, vigilance"
180,Shatter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191086&type=card,Magic 2010 (Common),"['1', 'Red']",2,Instant,Destroy target artifact.
181,Shivan Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191320&type=card,Magic 2010 (Rare),"['4', 'Red', 'Red']",6,Creature — Dragon (5/5),"Flying (This creature can't be blocked except by creatures with flying or reach.)
: Shivan Dragon gets +1/+0 until end of turn."
