,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
942,Sphinx Ambassador,Magic 2010 ,Mythic Rare),7,['5'," 'Blue', 'Blue']",Creature , Sphinx , Sphinx (5,5),"Flying
Whenever Sphinx Ambassador deals combat damage to a player, search that player's library for a card, then that player chooses a card name. If you searched for a creature card that doesn't have that name, you may put it onto the battlefield under your control. Then that player shuffles.",2.30,2.34,6.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191098&type=card
1661,Spiked Baloth,Magic 2013 ,Common),4,['3', 'Green'],Creature , Beast , Beast (4,2),Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),0.31,0.15,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249702&type=card
1321,Spined Wurm,Magic 2011 ,Common),5,['4', 'Green'],Creature , Wurm , Wurm (5,4),,0.20,0.05,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205123&type=card
1494,Spirit Mantle,Magic 2012 ,Uncommon),2,['1', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 and has protection from creatures.",0.31,0.15,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220154&type=card
1322,Squadron Hawk,Magic 2011 ,Common),2,['1', 'White'],Creature , Bird , Bird (1,1),"Flying
When Squadron Hawk enters the battlefield, you may search your library for up to three cards named Squadron Hawk, reveal them, put them into your hand, then shuffle.",0.29,0.20,1.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208279&type=card
1323,Stabbing Pain,Magic 2011 ,Common),1,['Black'],,Instant,,,,Target creature gets -1/-1 until end of turn. Tap that creature.,0.19,0.03,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205048&type=card
1662,Staff of Nin,Magic 2013 ,Rare),6,['6'],,Artifact,,,,"At the beginning of your upkeep, draw a card.
: Staff of Nin deals 1 damage to any target.",0.19,0.03,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249713&type=card
1495,Stave Off,Magic 2012 ,Common),1,['White'],,Instant,,,,Target creature gains protection from the color of your choice until end of turn.,0.20,0.14,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220295&type=card
1324,Steel Overseer,Magic 2011 ,Rare),2,['2'],,Artifact Creature , Construct , Construct (1,1),: Put a +1/+1 counter on each artifact creature you control.,0.19,0.03,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205036&type=card
1496,Stingerfling Spider,Magic 2012 ,Uncommon),5,['4', 'Green'],Creature , Spider , Spider (2,5),"Reach
When Stingerfling Spider enters the battlefield, you may destroy target creature with flying.",0.25,0.09,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220075&type=card
947,Stone Giant,Magic 2010 ,Uncommon),4,['2'," 'Red', 'Red']",Creature , Giant , Giant (3,4),: Target creature you control with toughness less than Stone Giant's power gains flying until end of turn. Destroy that creature at the beginning of the next end step.,0.20,0.14,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191094&type=card
1325,Stone Golem,Magic 2011 ,Uncommon),5,['5'],,Artifact Creature , Golem , Golem (4,4),,1.79,1.31,3.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205056&type=card
1497,Stonehorn Dignitary,Magic 2012 ,Common),4,['3', 'White'],Creature , Rhino Soldier , Rhino Soldier (1,4),"When Stonehorn Dignitary enters the battlefield, target opponent skips their next combat phase.",0.25,0.09,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220160&type=card
1498,Stormblood Berserker,Magic 2012 ,Uncommon),2,['1', 'Red'],Creature , Human Berserker , Human Berserker (1,1),"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Menace (This creature can't be blocked except by two or more creatures.)",0.75,0.56,7.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220277&type=card
1663,Stuffy Doll,Magic 2013 ,Rare),5,['5'],,Artifact Creature , Construct , Construct (0,1),"Indestructible
As Stuffy Doll enters the battlefield, choose a player.
Whenever Stuffy Doll is dealt damage, it deals that much damage to the chosen player.
: Stuffy Doll deals 1 damage to itself.",4.84,5.13,10.24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279711&type=card
1664,Sublime Archangel,Magic 2013 ,Mythic Rare),4,['2'," 'White', 'White']",Creature , Angel , Angel (4,3),"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Other creatures you control have exalted. (If a creature has multiple instances of exalted, each triggers separately.)",2.74,2.12,8.21,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259725&type=card
1499,Sundial of the Infinite,Magic 2012 ,Rare),2,['2'],,Artifact,,,,", : End the turn. Activate only during your turn. (Exile all spells and abilities from the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",5.20,4.58,13.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228118&type=card
1500,Sutured Ghoul,Magic 2012 ,Rare),7,['4'," 'Black', 'Black', 'Black']",Creature , Zombie , Zombie (*,*),"Trample
As Sutured Ghoul enters the battlefield, exile any number of creature cards from your graveyard.
Sutured Ghoul's power is equal to the total power of the exiled cards and its toughness is equal to their total toughness.",3.77,3.59,0.74,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220157&type=card
1501,Swiftfoot Boots,Magic 2012 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,"Equipped creature has hexproof and haste.
Equip",2.50,1.92,13.08,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220261&type=card
1665,Switcheroo,Magic 2013 ,Uncommon),5,['4', 'Blue'],Sorcery,,,,Exchange control of two target creatures.,0.25,0.11,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253704&type=card
1334,Sword of Vengeance,Magic 2011 ,Rare),3,['3'],,Artifact , Equipment, Equipment,,"Equipped creature gets +2/+0 and has first strike, vigilance, trample, and haste.
Equip",0.22,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205044&type=card
1335,Sylvan Ranger,Magic 2011 ,Common),2,['1', 'Green'],Creature , Elf Scout , Elf Scout (1,1),"When Sylvan Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.",1.16,1.21,8.86,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204976&type=card
1667,Talrand's Invocation,Magic 2013 ,Uncommon),4,['2'," 'Blue', 'Blue']",Sorcery,,,,Create two 2/2 blue Drake creature tokens with flying.,0.67,0.37,1.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254117&type=card
1666,"Talrand, Sky Summoner",Magic 2013 ,Rare),4,['2'," 'Blue', 'Blue']",Legendary Creature , Merfolk Wizard , Merfolk Wizard (2,2),"Whenever you cast an instant or sorcery spell, create a 2/2 blue Drake creature token with flying.",0.25,0.37,1.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253701&type=card
1502,Taste of Blood,Magic 2012 ,Common),1,['Black'],,Sorcery,,,,Taste of Blood deals 1 damage to target player or planeswalker and you gain 1 life.,2.50,1.92,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226561&type=card
1503,Tectonic Rift,Magic 2012 ,Uncommon),4,['3', 'Red'],Sorcery,,,,Destroy target land. Creatures without flying can't block this turn.,0.17,0.01,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234568&type=card
989,Telepathy,Magic 2010 ,Uncommon),1,['Blue'],,Enchantment,,,,Your opponents play with their hands revealed.,0.22,0.10,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189910&type=card
990,Tempest of Light,Magic 2010 ,Uncommon),3,['2', 'White'],Instant,,,,Destroy all enchantments.,0.24,0.12,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190564&type=card
1336,Temple Bell,Magic 2011 ,Rare),3,['3'],,Artifact,,,,: Each player draws a card.,,2.14,2.41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205058&type=card
991,Tendrils of Corruption,Magic 2010 ,Common),4,['3', 'Black'],Instant,,,,"Tendrils of Corruption deals X damage to target creature and you gain X life, where X is the number of Swamps you control.",0.24,0.12,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193744&type=card
1668,Thragtusk,Magic 2013 ,Rare),5,['4', 'Green'],Creature , Beast , Beast (5,3),"When Thragtusk enters the battlefield, you gain 5 life.
When Thragtusk leaves the battlefield, create a 3/3 green Beast creature token.",0.25,0.11,0.63,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249685&type=card
1504,Thran Golem,Magic 2012 ,Uncommon),5,['5'],,Artifact Creature , Golem , Golem (3,3),"As long as Thran Golem is enchanted, it gets +2/+2 and has flying, first strike, and trample.",0.17,0.01,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234072&type=card
1505,Throne of Empires,Magic 2012 ,Rare),4,['4'],,Artifact,,,,", : Create a 1/1 white Soldier creature token. Create five of those tokens instead if you control artifacts named Crown of Empires and Scepter of Empires.",0.24,0.07,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220232&type=card
1337,Thunder Strike,Magic 2011 ,Common),2,['1', 'Red'],Instant,,,,Target creature gets +2/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.),0.31,0.02,0.31,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204973&type=card
1669,Thundermaw Hellkite,Magic 2013 ,Mythic Rare),5,['3'," 'Red', 'Red']",Creature , Dragon , Dragon (5,5),"Flying
Haste (This creature can attack and as soon as it comes under your control.)
When Thundermaw Hellkite enters the battlefield, it deals 1 damage to each creature with flying your opponents control. Tap those creatures.",4.15,3.33,12.97,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253700&type=card
1670,Timberpack Wolf,Magic 2013 ,Common),2,['1', 'Green'],Creature , Wolf , Wolf (2,2),Timberpack Wolf gets +1/+1 for each other creature you control named Timberpack Wolf.,0.20,0.09,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249694&type=card
996,Time Warp,Magic 2010 ,Mythic Rare),5,['3'," 'Blue', 'Blue']",Sorcery,,,,Target player takes an extra turn after this one.,17.50,16.59,95.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191379&type=card
1506,Timely Reinforcements,Magic 2012 ,Uncommon),3,['2', 'White'],Sorcery,,,,"If you have less life than an opponent, you gain 6 life. If you control fewer creatures than an opponent, create three 1/1 white Soldier creature tokens.",1.32,1.25,16.91,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220074&type=card
1342,Tireless Missionaries,Magic 2011 ,Common),5,['4', 'White'],Creature , Human Cleric , Human Cleric (2,3),"When Tireless Missionaries enters the battlefield, you gain 3 life.",3.99,6.03,8.24,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205014&type=card
1671,Torch Fiend,Magic 2013 ,Uncommon),2,['1', 'Red'],Creature , Devil , Devil (2,1),", Sacrifice Torch Fiend: Destroy target artifact.",0.17,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279989&type=card
1672,Tormod's Crypt,Magic 2013 ,Uncommon),0,['0'],,Artifact,,,,", Sacrifice Tormod's Crypt: Exile all cards from target player's graveyard.",0.40,0.31,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279713&type=card
1673,Touch of the Eternal,Magic 2013 ,Rare),7,['5'," 'White', 'White']",Enchantment,,,,"At the beginning of your upkeep, count the number of permanents you control. Your life total becomes that number.",0.40,0.31,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278197&type=card
1674,Trading Post,Magic 2013 ,Rare),4,['4'],,Artifact,,,,", , Discard a card: You gain 4 life.
, , Pay 1 life: Create a 0/1 white Goat creature token.
, , Sacrifice a creature: Return target artifact card from your graveyard to your hand.
, , Sacrifice an artifact: Draw a card.",0.66,0.55,3.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253710&type=card
1675,Tricks of the Trade,Magic 2013 ,Common),4,['3', 'Blue'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+0 and can't be blocked.",0.66,0.55,3.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253735&type=card
1343,Triskelion,Magic 2011 ,Rare),6,['6'],,Artifact Creature , Construct , Construct (1,1),"Triskelion enters the battlefield with three +1/+1 counters on it.
Remove a +1/+1 counter from Triskelion: It deals 1 damage to any target.",2.87,2.41,4.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206719&type=card
1515,Trollhide,Magic 2012 ,Common),3,['2', 'Green'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+2 and has "": Regenerate this creature."" (The next time the creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",0.25,0.20,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220190&type=card
1516,Turn to Frog,Magic 2012 ,Uncommon),2,['1', 'Blue'],Instant,,,,"Until end of turn, target creature loses all abilities and becomes a blue Frog with base power and toughness 1/1.",0.25,0.10,0.42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220265&type=card
1676,Turn to Slag,Magic 2013 ,Common),5,['3'," 'Red', 'Red']",Sorcery,,,,Turn to Slag deals 5 damage to target creature. Destroy all Equipment attached to that creature.,0.18,0.02,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276212&type=card
1009,Twincast,Magic 2010 ,Rare),2,['Blue', 'Blue'],Instant,,,,Copy target instant or sorcery spell. You may choose new targets for the copy.,0.18,0.04,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191322&type=card
1010,Undead Slayer,Magic 2010 ,Uncommon),3,['2', 'White'],Creature , Human Cleric , Human Cleric (2,2),", : Exile target Skeleton, Vampire, or Zombie.",9.35,10.10,24.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190582&type=card
1011,Underworld Dreams,Magic 2010 ,Rare),3,['Black'," 'Black', 'Black']",Enchantment,,,,"Whenever an opponent draws a card, Underworld Dreams deals 1 damage to that player.",0.24,0.06,0.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191343&type=card
1032,Vampire Aristocrat,Magic 2010 ,Common),3,['2', 'Black'],Creature , Vampire Rogue Noble , Vampire Rogue Noble (2,2),Sacrifice a creature: Vampire Aristocrat gets +2/+2 until end of turn.,0.25,0.17,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190563&type=card
1677,Vampire Nighthawk,Magic 2013 ,Uncommon),3,['1'," 'Black', 'Black']",Creature , Vampire Shaman , Vampire Shaman (2,3),"Flying, deathtouch, lifelink",0.25,0.17,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260989&type=card
1517,Vampire Outcasts,Magic 2012 ,Uncommon),4,['2'," 'Black', 'Black']",Creature , Vampire , Vampire (2,2),"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)",0.24,0.10,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220127&type=card
1678,Vedalken Entrancer,Magic 2013 ,Common),4,['3', 'Blue'],Creature , Vedalken Wizard , Vedalken Wizard (1,4),", : Target player mills two cards.",0.19,0.02,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254121&type=card
1679,Veilborn Ghoul,Magic 2013 ,Uncommon),5,['4', 'Black'],Creature , Zombie , Zombie (4,1),"Veilborn Ghoul can't block.
Whenever a Swamp enters the battlefield under your control, you may return Veilborn Ghoul from your graveyard to your hand.",0.24,0.09,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259676&type=card
1344,Vengeful Archon,Magic 2011 ,Rare),7,['4'," 'White', 'White', 'White']",Creature , Archon , Archon (7,7),"Flying
: Prevent the next X damage that would be dealt to you this turn. If damage is prevented this way, Vengeful Archon deals that much damage to target player or planeswalker.",0.39,0.20,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208288&type=card
1522,Vengeful Pharaoh,Magic 2012 ,Rare),5,['2'," 'Black', 'Black', 'Black']",Creature , Zombie , Zombie (5,4),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever combat damage is dealt to you or a planeswalker you control, if Vengeful Pharaoh is in your graveyard, destroy target attacking creature, then put Vengeful Pharaoh on top of your library.",1.72,1.59,4.55,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220170&type=card
1037,Veteran Armorsmith,Magic 2010 ,Common),2,['White', 'White'],Creature , Human Soldier , Human Soldier (2,3),Other Soldier creatures you control get +0/+1.,0.24,0.17,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189923&type=card
1038,Veteran Swordsmith,Magic 2010 ,Common),3,['2', 'White'],Creature , Human Soldier , Human Soldier (3,2),Other Soldier creatures you control get +1/+0.,0.24,0.21,1.96,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190194&type=card
1039,Viashino Spearhunter,Magic 2010 ,Common),3,['2', 'Red'],Creature , Viashino Warrior , Viashino Warrior (2,1),First strike (This creature deals combat damage before creatures without first strike.),0.24,0.21,1.96,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191072&type=card
1680,Vile Rebirth,Magic 2013 ,Common),1,['Black'],,Instant,,,,Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token.,0.20,0.07,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253703&type=card
1345,Viscera Seer,Magic 2011 ,Common),1,['Black'],,Creature , Vampire Wizard , Vampire Wizard (1,1),Sacrifice a creature: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),0.39,0.20,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205232&type=card
1523,Visions of Beyond,Magic 2012 ,Rare),1,['Blue'],,Instant,,,,"Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",1.72,1.59,4.55,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220226&type=card
1681,Void Stalker,Magic 2013 ,Rare),2,['1', 'Blue'],Creature , Elemental , Elemental (2,1),", : Put Void Stalker and target creature on top of their owners' libraries, then those players shuffle their libraries.",0.20,0.07,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270997&type=card
1524,Volcanic Dragon,Magic 2012 ,Uncommon),6,['4'," 'Red', 'Red']",Creature , Dragon , Dragon (4,4),"Flying, haste",0.25,0.10,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244719&type=card
1682,Volcanic Geyser,Magic 2013 ,Uncommon),2,['Variable Colorless'," 'Red', 'Red']",Instant,,,,Volcanic Geyser deals X damage to any target.,0.24,0.09,0.36,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276214&type=card
1350,Voltaic Key,Magic 2011 ,Uncommon),1,['1'],,Artifact,,,,", : Untap target artifact.",0.19,0.08,0.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206332&type=card
1351,Vulshok Berserker,Magic 2011 ,Common),4,['3', 'Red'],Creature , Human Berserker , Human Berserker (3,2),Haste (This creature can attack and as soon as it comes under your control.),1.32,1.35,10.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208011&type=card
1683,Walking Corpse,Magic 2013 ,Common),2,['1', 'Black'],Creature , Zombie , Zombie (2,2),,0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260987&type=card
1040,Wall of Bone,Magic 2010 ,Uncommon),3,['2', 'Black'],Creature , Skeleton Wall , Skeleton Wall (1,4),"Defender (This creature can't attack.)
: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",0.20,0.04,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190578&type=card
1041,Wall of Faith,Magic 2010 ,Common),4,['3', 'White'],Creature , Wall , Wall (0,5),"Defender (This creature can't attack.)
: Wall of Faith gets +0/+1 until end of turn.",0.24,0.14,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190182&type=card
1525,Wall of Torches,Magic 2012 ,Common),2,['1', 'Red'],Creature , Wall , Wall (4,1),Defender (This creature can't attack.),0.20,0.04,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220189&type=card
1352,Wall of Vines,Magic 2011 ,Common),1,['Green'],,Creature , Plant Wall , Plant Wall (0,3),"Defender (This creature can't attack.)
Reach (This creature can block creatures with flying.)",0.30,0.23,0.91,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204983&type=card
1684,War Falcon,Magic 2013 ,Common),1,['White'],,Creature , Bird , Bird (2,1),"Flying
War Falcon can't attack unless you control a Knight or a Soldier.",0.22,0.12,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259697&type=card
1685,Warclamp Mastiff,Magic 2013 ,Common),1,['White'],,Creature , Dog , Dog (1,1),First strike (This creature deals combat damage before creatures without first strike.),0.20,0.10,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280224&type=card
1357,Warlord's Axe,Magic 2011 ,Uncommon),3,['3'],,Artifact , Equipment, Equipment,,"Equipped creature gets +3/+1.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.25,0.12,0.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205057&type=card
1050,Warp World,Magic 2010 ,Rare),8,['5'," 'Red', 'Red', 'Red']",Sorcery,,,,"Each player shuffles all permanents they own into their library, then reveals that many cards from the top of their library. Each player puts all artifact, creature, and land cards revealed this way onto the battlefield, then does the same for enchantment cards, then puts all cards revealed this way that weren't put onto the battlefield on the bottom of their library.",0.75,0.72,5.12,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190187&type=card
1526,Warstorm Surge,Magic 2012 ,Rare),6,['5', 'Red'],Enchantment,,,,"Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.",1.23,1.05,13.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228796&type=card
1358,Water Servant,Magic 2011 ,Uncommon),4,['2'," 'Blue', 'Blue']",Creature , Elemental , Elemental (3,4),": Water Servant gets +1/-1 until end of turn.
: Water Servant gets -1/+1 until end of turn.",0.24,0.10,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205006&type=card
1686,Watercourser,Magic 2013 ,Common),3,['2', 'Blue'],Creature , Elemental , Elemental (2,3),: Watercourser gets +1/-1 until end of turn.,0.18,0.03,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=254109&type=card
1055,Weakness,Magic 2010 ,Common),1,['Black'],,Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets -2/-1.",0.20,0.10,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190539&type=card
1687,Welkin Tern,Magic 2013 ,Common),2,['1', 'Blue'],Creature , Bird , Bird (2,1),"Flying (This creature can't be blocked except by creatures with flying or reach.)
Welkin Tern can block only creatures with flying.",0.18,0.15,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276416&type=card
1359,Wild Evocation,Magic 2011 ,Rare),6,['5', 'Red'],Enchantment,,,,"At the beginning of each player's upkeep, that player reveals a card at random from their hand. If it's a land card, the player puts it onto the battlefield. Otherwise, the player casts it without paying its mana cost if able.",0.55,0.50,1.79,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204972&type=card
1360,Wild Griffin,Magic 2011 ,Common),3,['2', 'White'],Creature , Griffin , Griffin (2,2),Flying,0.20,0.03,0.30,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208275&type=card
1688,Wild Guess,Magic 2013 ,Common),2,['Red', 'Red'],Sorcery,,,,"As an additional cost to cast this spell, discard a card.
Draw two cards.",0.18,0.15,0.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253695&type=card
1068,Windstorm,Magic 2010 ,Uncommon),1,['Variable Colorless', 'Green'],Instant,,,,Windstorm deals X damage to each creature with flying.,0.19,0.07,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191596&type=card
1689,Wit's End,Magic 2013 ,Rare),7,['5'," 'Black', 'Black']",Sorcery,,,,Target player discards their hand.,0.19,0.07,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278076&type=card
1690,Worldfire,Magic 2013 ,Mythic Rare),9,['6'," 'Red', 'Red', 'Red']",Sorcery,,,,Exile all permanents. Exile all cards from all hands and graveyards. Each player's life total becomes 1.,0.39,0.24,7.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278195&type=card
1527,Worldslayer,Magic 2012 ,Rare),5,['5'],,Artifact , Equipment, Equipment,,"Whenever equipped creature deals combat damage to a player, destroy all permanents other than Worldslayer.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",2.80,3.01,12.67,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227302&type=card
1528,Wring Flesh,Magic 2012 ,Common),1,['Black'],,Instant,,,,Target creature gets -3/-1 until end of turn.,0.20,0.05,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230758&type=card
1078,Xathrid Demon,Magic 2010 ,Mythic Rare),6,['3'," 'Black', 'Black', 'Black']",Creature , Demon , Demon (7,7),"Flying, trample
At the beginning of your upkeep, sacrifice a creature other than Xathrid Demon, then each opponent loses life equal to the sacrificed creature's power. If you can't sacrifice a creature, tap Xathrid Demon and you lose 7 life.",0.94,0.56,3.53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189885&type=card
1691,Xathrid Gorgon,Magic 2013 ,Rare),6,['5', 'Black'],Creature , Gorgon , Gorgon (3,6),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
, : Put a petrification counter on target creature. It gains defender and becomes a colorless artifact in addition to its other types. Its activated abilities can't be activated. (A creature with defender can't attack.)",1.39,0.28,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253728&type=card
1361,Yavimaya Wurm,Magic 2011 ,Common),6,['4'," 'Green', 'Green']",Creature , Wurm , Wurm (6,4),Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205221&type=card
1079,Yawning Fissure,Magic 2010 ,Common),5,['4', 'Red'],Sorcery,,,,Each opponent sacrifices a land.,0.94,0.56,3.53,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191088&type=card
1693,Yeva's Forcemage,Magic 2013 ,Common),3,['2', 'Green'],Creature , Elf Shaman , Elf Shaman (2,2),"When Yeva's Forcemage enters the battlefield, target creature gets +2/+2 until end of turn.",3.63,3.63,4.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265840&type=card
1692,"Yeva, Nature's Herald",Magic 2013 ,Rare),4,['2'," 'Green', 'Green']",Legendary Creature , Elf Shaman , Elf Shaman (4,4),"Flash (You may cast this spell any time you could cast an instant.)
You may cast green creature spells as though they had flash.",0.35,0.28,4.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249680&type=card
1080,Zephyr Sprite,Magic 2010 ,Common),1,['Blue'],,Creature , Faerie , Faerie (1,1),Flying,0.20,0.09,1.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190167&type=card
