,edition,rarity
900,Antiquities,(Uncommon)
901,Antiquities,(Uncommon)
902,Antiquities,(Uncommon)
903,Antiquities,(Common)
904,Antiquities,(Common)
905,Antiquities,(Rare)
906,Antiquities,(Rare)
907,Antiquities,(Uncommon)
908,Antiquities,(Uncommon)
909,Antiquities,(Common)
910,Antiquities,(Rare)
911,Antiquities,(Rare)
912,Antiquities,(Rare)
913,Antiquities,(Common)
914,Antiquities,(Uncommon)
915,Antiquities,(Uncommon)
916,Antiquities,(Uncommon)
917,Antiquities,(Common)
918,Antiquities,(Common)
919,Antiquities,(Uncommon)
920,Antiquities,(Uncommon)
921,Antiquities,(Uncommon)
922,Antiquities,(Rare)
923,Antiquities,(Uncommon)
924,Antiquities,(Uncommon)
925,Antiquities,(Rare)
926,Antiquities,(Common)
927,Antiquities,(Uncommon)
928,Antiquities,(Rare)
929,Antiquities,(Uncommon)
930,Antiquities,(Uncommon)
931,Antiquities,(Uncommon)
932,Antiquities,(Uncommon)
933,Antiquities,(Uncommon)
934,Antiquities,(Rare)
935,Antiquities,(Rare)
936,Antiquities,(Rare)
937,Antiquities,(Rare)
938,Antiquities,(Uncommon)
939,Antiquities,(Common)
940,Antiquities,(Common)
941,Antiquities,(Uncommon)
942,Antiquities,(Uncommon)
943,Antiquities,(Common)
944,Antiquities,(Uncommon)
945,Antiquities,(Uncommon)
946,Antiquities,(Common)
947,Antiquities,(Common)
948,Antiquities,(Uncommon)
949,Antiquities,(Common)
950,Antiquities,(Rare)
951,Antiquities,(Rare)
952,Antiquities,(Common)
953,Antiquities,(Rare)
954,Antiquities,(Uncommon)
955,Antiquities,(Common)
956,Antiquities,(Rare)
957,Antiquities,(Uncommon)
958,Antiquities,(Uncommon)
959,Antiquities,(Rare)
960,Antiquities,(Uncommon)
961,Antiquities,(Uncommon)
962,Antiquities,(Uncommon)
963,Antiquities,(Rare)
964,Antiquities,(Rare)
965,Antiquities,(Common)
966,Antiquities,(Common)
967,Antiquities,(Rare)
968,Antiquities,(Uncommon)
969,Antiquities,(Uncommon)
970,Antiquities,(Uncommon)
971,Antiquities,(Uncommon)
972,Antiquities,(Uncommon)
973,Antiquities,(Rare)
974,Antiquities,(Common)
975,Apocalypse,(Uncommon)
976,Apocalypse,(Common)
977,Apocalypse,(Uncommon)
978,Apocalypse,(Rare)
979,Apocalypse,(Common)
980,Apocalypse,(Rare)
981,Apocalypse,(Rare)
982,Apocalypse,(Common)
983,Apocalypse,(Common)
984,Apocalypse,(Uncommon)
985,Apocalypse,(Common)
986,Apocalypse,(Uncommon)
987,Apocalypse,(Uncommon)
988,Apocalypse,(Rare)
989,Apocalypse,(Common)
990,Apocalypse,(Uncommon)
991,Apocalypse,(Rare)
992,Apocalypse,(Uncommon)
993,Apocalypse,(Uncommon)
994,Apocalypse,(Common)
995,Apocalypse,(Common)
996,Apocalypse,(Common)
997,Apocalypse,(Rare)
998,Apocalypse,(Uncommon)
999,Apocalypse,(Common)
1000,Apocalypse,(Uncommon)
1001,Apocalypse,(Rare)
1002,Apocalypse,(Uncommon)
1003,Apocalypse,(Common)
1004,Apocalypse,(Uncommon)
1005,Apocalypse,(Rare)
1006,Apocalypse,(Rare)
1007,Apocalypse,(Rare)
1008,Apocalypse,(Uncommon)
1009,Apocalypse,(Common)
1010,Apocalypse,(Uncommon)
1011,Apocalypse,(Uncommon)
1012,Apocalypse,(Common)
1013,Apocalypse,(Uncommon)
1014,Apocalypse,(Uncommon)
1015,Apocalypse,(Uncommon)
1016,Apocalypse,(Uncommon)
1017,Apocalypse,(Uncommon)
1018,Apocalypse,(Rare)
1019,Apocalypse,(Rare)
1020,Apocalypse,(Uncommon)
1021,Apocalypse,(Uncommon)
1022,Apocalypse,(Uncommon)
1023,Apocalypse,(Rare)
1024,Apocalypse,(Uncommon)
1025,Apocalypse,(Common)
1026,Apocalypse,(Rare)
1027,Apocalypse,(Uncommon)
1028,Apocalypse,(Common)
1029,Apocalypse,(Common)
1030,Apocalypse,(Uncommon)
1031,Apocalypse,(Rare)
1032,Apocalypse,(Uncommon)
1033,Apocalypse,(Rare)
1034,Apocalypse,(Uncommon)
1035,Apocalypse,(Common)
1036,Apocalypse,(Uncommon)
1037,Apocalypse,(Rare)
1038,Apocalypse,(Uncommon)
1039,Apocalypse,(Uncommon)
1040,Apocalypse,(Common)
1041,Apocalypse,(Common)
1042,Apocalypse,(Common)
1043,Apocalypse,(Uncommon)
1044,Apocalypse,(Common)
1045,Apocalypse,(Uncommon)
1046,Apocalypse,(Rare)
1047,Apocalypse,(Common)
1048,Apocalypse,(Rare)
1049,Apocalypse,(Common)
1050,Apocalypse,(Rare)
1051,Apocalypse,(Uncommon)
1052,Apocalypse,(Rare)
1053,Apocalypse,(Common)
1054,Apocalypse,(Common)
1055,Apocalypse,(Rare)
1056,Apocalypse,(Common)
1057,Apocalypse,(Uncommon)
1058,Apocalypse,(Rare)
1059,Apocalypse,(Common)
1060,Apocalypse,(Uncommon)
1061,Apocalypse,(Common)
1062,Apocalypse,(Common)
1063,Apocalypse,(Rare)
1064,Apocalypse,(Common)
1065,Apocalypse,(Uncommon)
1066,Apocalypse,(Rare)
1067,Apocalypse,(Uncommon)
1068,Apocalypse,(Uncommon)
1069,Apocalypse,(Common)
1070,Apocalypse,(Rare)
1071,Apocalypse,(Common)
1072,Apocalypse,(Uncommon)
1073,Apocalypse,(Rare)
1074,Apocalypse,(Rare)
1075,Apocalypse,(Rare)
1076,Apocalypse,(Uncommon)
1077,Apocalypse,(Common)
1078,Apocalypse,(Rare)
1079,Apocalypse,(Rare)
1080,Apocalypse,(Rare)
1081,Apocalypse,(Common)
1082,Apocalypse,(Common)
1083,Apocalypse,(Common)
1084,Apocalypse,(Common)
1085,Apocalypse,(Uncommon)
1086,Apocalypse,(Rare)
1087,Apocalypse,(Common)
1088,Apocalypse,(Uncommon)
1089,Apocalypse,(Common)
1090,Apocalypse,(Common)
1091,Apocalypse,(Common)
1092,Apocalypse,(Common)
1093,Apocalypse,(Rare)
1094,Apocalypse,(Common)
1095,Apocalypse,(Common)
1096,Apocalypse,(Rare)
1097,Apocalypse,(Rare)
1098,Apocalypse,(Common)
1099,Apocalypse,(Uncommon)
1100,Apocalypse,(Common)
1101,Apocalypse,(Common)
1102,Apocalypse,(Rare)
1103,Apocalypse,(Uncommon)
1104,Apocalypse,(Uncommon)
1105,Apocalypse,(Rare)
1106,Apocalypse,(Common)
1107,Apocalypse,(Common)
1108,Apocalypse,(Uncommon)
1109,Apocalypse,(Common)
1110,Apocalypse,(Common)
1111,Apocalypse,(Rare)
1112,Apocalypse,(Common)
1113,Apocalypse,(Common)
1114,Apocalypse,(Rare)
1115,Apocalypse,(Uncommon)
1116,Apocalypse,(Uncommon)
1117,Apocalypse,(Common)
1118,Apocalypse,(Rare)
1119,Apocalypse,(Rare)
1120,Apocalypse,(Rare)
1121,Apocalypse,(Rare)
1122,Apocalypse,(Common)
1123,Arabian Nights,(Uncommon)
1124,Arabian Nights,(Rare)
1125,Arabian Nights,(Rare)
1126,Arabian Nights,(Rare)
1127,Arabian Nights,(Uncommon)
1128,Arabian Nights,(Rare)
1129,Arabian Nights,(Common)
1130,Arabian Nights,(Uncommon)
1131,Arabian Nights,(Common)
1132,Arabian Nights,(Rare)
1133,Arabian Nights,(Uncommon)
1134,Arabian Nights,(Common)
1135,Arabian Nights,(Rare)
1136,Arabian Nights,(Uncommon)
1137,Arabian Nights,(Common)
1138,Arabian Nights,(Uncommon)
1139,Arabian Nights,(Rare)
1140,Arabian Nights,(Common)
1141,Arabian Nights,(Common)
1142,Arabian Nights,(Common)
1143,Arabian Nights,(Uncommon)
1144,Arabian Nights,(Uncommon)
1145,Arabian Nights,(Rare)
1146,Arabian Nights,(Rare)
1147,Arabian Nights,(Rare)
1148,Arabian Nights,(Rare)
1149,Arabian Nights,(Common)
1150,Arabian Nights,(Rare)
1151,Arabian Nights,(Uncommon)
1152,Arabian Nights,(Common)
1153,Arabian Nights,(Uncommon)
1154,Arabian Nights,(Common)
1155,Arabian Nights,(Common)
1156,Arabian Nights,(Common)
1157,Arabian Nights,(Rare)
1158,Arabian Nights,(Common)
1159,Arabian Nights,(Common)
1160,Arabian Nights,(Rare)
1161,Arabian Nights,(Rare)
1162,Arabian Nights,(Rare)
1163,Arabian Nights,(Rare)
1164,Arabian Nights,(Rare)
1165,Arabian Nights,(Uncommon)
1166,Arabian Nights,(Rare)
1167,Arabian Nights,(Rare)
1168,Arabian Nights,(Rare)
1169,Arabian Nights,(Uncommon)
1170,Arabian Nights,(Rare)
1171,Arabian Nights,(Common)
1172,Arabian Nights,(Uncommon)
1173,Arabian Nights,(Uncommon)
1174,Arabian Nights,(Uncommon)
1175,Arabian Nights,(Common)
1176,Arabian Nights,(Rare)
1177,Arabian Nights,(Common)
1178,Arabian Nights,(Common)
1179,Arabian Nights,(Uncommon)
1180,Arabian Nights,(Rare)
1181,Arabian Nights,(Common)
1182,Arabian Nights,(Common)
1183,Arabian Nights,(Rare)
1184,Arabian Nights,(Rare)
1185,Arabian Nights,(Rare)
1186,Arabian Nights,(Common)
1187,Arabian Nights,(Uncommon)
1188,Arabian Nights,(Common)
1189,Arabian Nights,(Rare)
1190,Arabian Nights,(Rare)
1191,Arabian Nights,(Rare)
1192,Arabian Nights,(Uncommon)
1193,Arabian Nights,(Rare)
1194,Arabian Nights,(Uncommon)
1195,Arabian Nights,(Common)
1196,Arabian Nights,(Common)
1197,Arabian Nights,(Common)
1198,Arabian Nights,(Common)
1199,Arabian Nights,(Rare)
1200,Archenemy,(Common)
1201,Archenemy,(Common)
1202,Archenemy,(Common)
1203,Archenemy,(Uncommon)
1204,Archenemy,(Rare)
1205,Archenemy,(Rare)
1206,Archenemy,(Common)
1207,Archenemy,(Common)
1208,Archenemy,(Common)
1209,Archenemy,(Uncommon)
1210,Archenemy,(Rare)
1211,Archenemy,(Common)
1212,Archenemy,(Common)
1213,Archenemy,(Uncommon)
1214,Archenemy,(Rare)
1215,Archenemy,(Rare)
1216,Archenemy,(Common)
1217,Archenemy,(Common)
1218,Archenemy: Nicol Bolas,(Common)
1219,Archenemy: Nicol Bolas,(Common)
1220,Archenemy,(Uncommon)
1221,Archenemy,(Common)
1222,Archenemy,(Common)
1223,Archenemy,(Common)
1224,Archenemy,(Uncommon)
1225,Archenemy,(Uncommon)
1226,Archenemy,(Uncommon)
1227,Archenemy,(Common)
1228,Archenemy,(Rare)
1229,Archenemy,(Uncommon)
1230,Archenemy,(Rare)
1231,Archenemy,(Rare)
1232,Archenemy,(Common)
1233,Archenemy,(Common)
1234,Archenemy: Nicol Bolas,(Common)
1235,Archenemy: Nicol Bolas,(Common)
1236,Archenemy,(Common)
1237,Archenemy,(Common)
1238,Archenemy,(Uncommon)
1239,Archenemy,(Uncommon)
1240,Archenemy,(Rare)
1241,Archenemy,(Common)
1242,Archenemy,(Rare)
1243,Archenemy,(Rare)
1244,Archenemy: Nicol Bolas,(Rare)
1245,Archenemy: Nicol Bolas,(Rare)
1246,Archenemy,(Uncommon)
1247,Archenemy,(Common)
1248,Archenemy,(Common)
1249,Archenemy,(Uncommon)
1250,Archenemy,(Common)
1251,Archenemy,(Uncommon)
1252,Archenemy,(Rare)
1253,Archenemy,(Uncommon)
1254,Archenemy,(Uncommon)
1255,Archenemy,(Rare)
1256,Archenemy,(Uncommon)
1257,Archenemy,(Common)
1258,Archenemy,(Uncommon)
1259,Archenemy,(Uncommon)
1260,Archenemy,(Uncommon)
1261,Archenemy,(Rare)
1262,Archenemy,(Rare)
1263,Archenemy,(Uncommon)
1264,Archenemy,(Common)
1265,Archenemy,(Rare)
1266,Archenemy,(Common)
1267,Archenemy,(Uncommon)
1268,Archenemy,(Common)
1269,Archenemy,(Rare)
1270,Archenemy,(Uncommon)
1271,Archenemy,(Uncommon)
1272,Archenemy,(Rare)
1273,Archenemy,(Rare)
1274,Archenemy,(Uncommon)
1275,Archenemy,(Rare)
1276,Archenemy,(Rare)
1277,Archenemy,(Rare)
1278,Archenemy,(Uncommon)
1279,Archenemy,(Rare)
1280,Archenemy,(Rare)
1281,Archenemy,(Uncommon)
1282,Archenemy,(Common)
1283,Archenemy,(Common)
1284,Archenemy,(Uncommon)
1285,Archenemy,(Common)
1286,Archenemy,(Rare)
1287,Archenemy,(Common)
1288,Archenemy,(Uncommon)
1289,Archenemy,(Common)
1290,Archenemy,(Common)
1291,Archenemy,(Uncommon)
1292,Archenemy,(Uncommon)
1293,Archenemy,(Rare)
1294,Archenemy,(Common)
1295,Archenemy,(Common)
1296,Archenemy,(Uncommon)
1297,Archenemy,(Rare)
1298,Archenemy,(Common)
1299,Archenemy,(Common)
1300,Archenemy,(Uncommon)
1301,Archenemy,(Common)
1302,Archenemy,(Uncommon)
1303,Archenemy,(Common)
1304,Archenemy,(Common)
1305,Archenemy,(Common)
1306,Archenemy,(Uncommon)
1307,Archenemy,(Uncommon)
1308,Archenemy,(Common)
1309,Archenemy,(Uncommon)
1310,Archenemy,(Uncommon)
1311,Archenemy,(Rare)
1312,Archenemy,(Uncommon)
1313,Archenemy,(Uncommon)
1314,Archenemy,(Rare)
1315,Archenemy,(Common)
1316,Archenemy,(Rare)
1317,Archenemy,(Uncommon)
1318,Archenemy,(Uncommon)
1319,Archenemy,(Uncommon)
1320,Archenemy,(Common)
1321,Archenemy,(Common)
1322,Archenemy,(Rare)
1323,Archenemy,(Common)
1324,Archenemy,(Common)
1325,Archenemy,(Rare)
1326,Archenemy,(Rare)
1327,Archenemy,(Uncommon)
1328,Archenemy,(Uncommon)
1329,Archenemy,(Common)
1330,Archenemy,(Uncommon)
1331,Archenemy,(Uncommon)
1332,Archenemy,(Uncommon)
1333,Archenemy,(Common)
1334,Archenemy,(Uncommon)
1335,Archenemy,(Uncommon)
1336,Archenemy,(Uncommon)
1337,Archenemy: Nicol Bolas,(Rare)
1338,Archenemy: Nicol Bolas,(Uncommon)
1339,Archenemy: Nicol Bolas,(Uncommon)
1340,Archenemy: Nicol Bolas,(Rare)
1341,Archenemy: Nicol Bolas,(Rare)
1342,Archenemy: Nicol Bolas,(Uncommon)
1343,Archenemy: Nicol Bolas,(Common)
1344,Archenemy: Nicol Bolas,(Common)
1345,Archenemy: Nicol Bolas,(Rare)
1346,Archenemy: Nicol Bolas (Mythic,Rare)
1347,Archenemy: Nicol Bolas,(Rare)
1348,Archenemy: Nicol Bolas,(Common)
1349,Archenemy: Nicol Bolas,(Uncommon)
1350,Archenemy: Nicol Bolas,(Rare)
1351,Archenemy: Nicol Bolas,(Uncommon)
1352,Archenemy: Nicol Bolas,(Common)
1353,Archenemy: Nicol Bolas,(Rare)
1354,Archenemy: Nicol Bolas,(Uncommon)
1355,Archenemy: Nicol Bolas,(Common)
1356,Archenemy: Nicol Bolas,(Rare)
1357,Archenemy: Nicol Bolas,(Rare)
1358,Archenemy: Nicol Bolas,(Rare)
1359,Archenemy: Nicol Bolas,(Rare)
1360,Archenemy: Nicol Bolas,(Common)
1361,Archenemy: Nicol Bolas,(Common)
1362,Archenemy: Nicol Bolas,(Common)
1363,Archenemy: Nicol Bolas,(Uncommon)
1364,Archenemy: Nicol Bolas,(Uncommon)
1365,Archenemy: Nicol Bolas,(Rare)
1366,Archenemy: Nicol Bolas,(Common)
1367,Archenemy: Nicol Bolas,(Uncommon)
1368,Archenemy: Nicol Bolas,(Uncommon)
1369,Archenemy: Nicol Bolas (Mythic,Rare)
1370,Archenemy: Nicol Bolas,(Common)
1371,Archenemy: Nicol Bolas,(Common)
1372,Archenemy: Nicol Bolas,(Rare)
1373,Archenemy: Nicol Bolas,(Common)
1374,Archenemy: Nicol Bolas,(Rare)
1375,Archenemy: Nicol Bolas,(Common)
1376,Archenemy: Nicol Bolas,(Uncommon)
1377,Archenemy: Nicol Bolas,(Common)
1378,Archenemy: Nicol Bolas,(Rare)
1379,Archenemy: Nicol Bolas,(Rare)
1380,Avacyn Restored,(Rare)
1381,Avacyn Restored,(Rare)
1382,Archenemy: Nicol Bolas,(Rare)
1383,Archenemy: Nicol Bolas,(Rare)
1384,Archenemy: Nicol Bolas (Mythic,Rare)
1385,Archenemy: Nicol Bolas,(Common)
1386,Archenemy: Nicol Bolas,(Common)
1387,Archenemy: Nicol Bolas,(Uncommon)
1388,Archenemy: Nicol Bolas,(Rare)
1389,Archenemy: Nicol Bolas,(Rare)
1390,Archenemy: Nicol Bolas,(Common)
1391,Archenemy: Nicol Bolas (Mythic,Rare)
1392,Archenemy: Nicol Bolas,(Common)
1393,Archenemy: Nicol Bolas (Mythic,Rare)
1394,Archenemy: Nicol Bolas,(Common)
1395,Archenemy: Nicol Bolas (Mythic,Rare)
1396,Archenemy: Nicol Bolas,(Rare)
1397,Archenemy: Nicol Bolas,(Rare)
1398,Archenemy: Nicol Bolas,(Rare)
1399,Archenemy: Nicol Bolas,(Rare)
1400,Archenemy: Nicol Bolas,(Uncommon)
1401,Archenemy: Nicol Bolas,(Rare)
1402,Archenemy: Nicol Bolas (Mythic,Rare)
1403,Archenemy: Nicol Bolas,(Uncommon)
1404,Archenemy: Nicol Bolas,(Uncommon)
1405,Archenemy: Nicol Bolas,(Uncommon)
1406,Archenemy: Nicol Bolas,(Uncommon)
1407,Archenemy: Nicol Bolas,(Rare)
1408,Archenemy: Nicol Bolas,(Common)
1409,Archenemy: Nicol Bolas,(Common)
1410,Archenemy: Nicol Bolas,(Uncommon)
1411,Archenemy: Nicol Bolas,(Common)
1412,Archenemy: Nicol Bolas,(Uncommon)
1413,Archenemy: Nicol Bolas,(Rare)
1414,Archenemy: Nicol Bolas,(Uncommon)
1415,Archenemy: Nicol Bolas,(Rare)
1416,Archenemy: Nicol Bolas (Mythic,Rare)
1417,Archenemy: Nicol Bolas,(Rare)
1418,Archenemy: Nicol Bolas,(Common)
1419,Archenemy: Nicol Bolas,(Uncommon)
1420,Archenemy: Nicol Bolas,(Uncommon)
1421,Archenemy: Nicol Bolas,(Rare)
1422,Archenemy: Nicol Bolas,(Rare)
1423,Archenemy: Nicol Bolas,(Uncommon)
1424,Archenemy: Nicol Bolas,(Uncommon)
1425,Archenemy: Nicol Bolas,(Common)
1426,Archenemy: Nicol Bolas,(Common)
1427,Archenemy: Nicol Bolas,(Common)
1428,Archenemy: Nicol Bolas,(Uncommon)
1429,Archenemy: Nicol Bolas,(Common)
1430,Archenemy: Nicol Bolas,(Uncommon)
1431,Archenemy: Nicol Bolas,(Common)
1432,Avacyn Restored,(Common)
1433,Avacyn Restored,(Uncommon)
1434,Avacyn Restored,(Common)
1435,Avacyn Restored,(Rare)
1436,Avacyn Restored,(Common)
1437,Avacyn Restored,(Rare)
1438,Avacyn Restored,(Rare)
1439,Avacyn Restored,(Uncommon)
1440,Avacyn Restored,(Common)
1441,Avacyn Restored,(Common)
1442,Avacyn Restored,(Uncommon)
1443,Avacyn Restored,(Uncommon)
1444,Avacyn Restored,(Rare)
1445,Avacyn Restored,(Uncommon)
1446,Avacyn Restored,(Rare)
1447,Avacyn Restored (Mythic,Rare)
1448,Avacyn Restored,(Uncommon)
1449,Avacyn Restored,(Common)
1450,Avacyn Restored,(Uncommon)
1451,Avacyn Restored,(Common)
1452,Avacyn Restored,(Common)
1453,Avacyn Restored,(Uncommon)
1454,Avacyn Restored,(Uncommon)
1455,Avacyn Restored,(Common)
1456,Avacyn Restored,(Common)
1457,Avacyn Restored (Mythic,Rare)
1458,Avacyn Restored,(Common)
1459,Avacyn Restored,(Uncommon)
1460,Avacyn Restored (Mythic,Rare)
1461,Avacyn Restored,(Uncommon)
1462,Avacyn Restored,(Rare)
1463,Avacyn Restored,(Common)
1464,Avacyn Restored,(Common)
1465,Avacyn Restored,(Rare)
1466,Avacyn Restored,(Rare)
1467,Avacyn Restored,(Common)
1468,Avacyn Restored,(Rare)
1469,Avacyn Restored,(Rare)
1470,Avacyn Restored,(Common)
1471,Avacyn Restored,(Uncommon)
1472,Avacyn Restored,(Rare)
1473,Avacyn Restored,(Uncommon)
1474,Avacyn Restored (Mythic,Rare)
1475,Avacyn Restored,(Common)
1476,Avacyn Restored,(Common)
1477,Avacyn Restored,(Common)
1478,Avacyn Restored,(Common)
1479,Avacyn Restored,(Rare)
1480,Avacyn Restored,(Rare)
1481,Avacyn Restored,(Common)
1482,Avacyn Restored,(Common)
1483,Avacyn Restored,(Uncommon)
1484,Avacyn Restored,(Common)
1485,Avacyn Restored,(Rare)
1486,Avacyn Restored,(Uncommon)
1487,Avacyn Restored,(Rare)
1488,Avacyn Restored,(Rare)
1489,Avacyn Restored (Mythic,Rare)
1490,Avacyn Restored,(Rare)
1491,Avacyn Restored,(Rare)
1492,Avacyn Restored,(Uncommon)
1493,Avacyn Restored,(Common)
1494,Avacyn Restored,(Rare)
1495,Avacyn Restored,(Rare)
1496,Avacyn Restored,(Common)
1497,Avacyn Restored,(Common)
1498,Avacyn Restored,(Uncommon)
1499,Avacyn Restored,(Rare)
1500,Avacyn Restored,(Rare)
1501,Avacyn Restored,(Uncommon)
1502,Avacyn Restored,(Common)
1503,Avacyn Restored,(Uncommon)
1504,Avacyn Restored (Mythic,Rare)
1505,Avacyn Restored,(Common)
1506,Avacyn Restored,(Uncommon)
1507,Avacyn Restored,(Rare)
1508,Avacyn Restored,(Uncommon)
1509,Avacyn Restored,(Common)
1510,Avacyn Restored,(Uncommon)
1511,Avacyn Restored,(Common)
1512,Avacyn Restored,(Uncommon)
1513,Avacyn Restored,(Common)
1514,Avacyn Restored,(Common)
1515,Avacyn Restored,(Rare)
1516,Avacyn Restored,(Common)
1517,Avacyn Restored,(Uncommon)
1518,Avacyn Restored,(Common)
1519,Avacyn Restored,(Common)
1520,Avacyn Restored,(Common)
1521,Avacyn Restored,(Common)
1522,Avacyn Restored,(Uncommon)
1523,Avacyn Restored,(Common)
1524,Avacyn Restored (Mythic,Rare)
1525,Avacyn Restored,(Rare)
1526,Avacyn Restored,(Uncommon)
1527,Avacyn Restored,(Uncommon)
1528,Avacyn Restored,(Uncommon)
1529,Avacyn Restored,(Common)
1530,Avacyn Restored (Mythic,Rare)
1531,Avacyn Restored,(Common)
1532,Avacyn Restored,(Common)
1533,Avacyn Restored,(Common)
1534,Avacyn Restored,(Common)
1535,Avacyn Restored,(Uncommon)
1536,Avacyn Restored,(Common)
1537,Avacyn Restored,(Uncommon)
1538,Avacyn Restored,(Common)
1539,Avacyn Restored,(Rare)
1540,Avacyn Restored,(Uncommon)
1541,Avacyn Restored,(Uncommon)
1542,Avacyn Restored,(Rare)
1543,Avacyn Restored,(Uncommon)
1544,Avacyn Restored,(Uncommon)
1545,Avacyn Restored,(Common)
1546,Avacyn Restored,(Rare)
1547,Avacyn Restored,(Uncommon)
1548,Avacyn Restored,(Common)
1549,Avacyn Restored,(Uncommon)
1550,Avacyn Restored,(Rare)
1551,Avacyn Restored,(Common)
1552,Avacyn Restored,(Common)
1553,Avacyn Restored,(Uncommon)
1554,Avacyn Restored,(Common)
1555,Avacyn Restored,(Uncommon)
1556,Avacyn Restored,(Uncommon)
1557,Avacyn Restored,(Rare)
1558,Avacyn Restored,(Rare)
1559,Avacyn Restored,(Uncommon)
1560,Avacyn Restored,(Common)
1561,Avacyn Restored,(Common)
1562,Avacyn Restored (Mythic,Rare)
1563,Avacyn Restored,(Uncommon)
1564,Avacyn Restored,(Uncommon)
1565,Avacyn Restored,(Common)
1566,Avacyn Restored,(Common)
1567,Avacyn Restored,(Common)
1568,Avacyn Restored,(Common)
1569,Avacyn Restored (Mythic,Rare)
1570,Avacyn Restored,(Common)
1571,Avacyn Restored,(Rare)
1572,Avacyn Restored,(Common)
1573,Avacyn Restored,(Common)
1574,Avacyn Restored,(Common)
1575,Avacyn Restored,(Uncommon)
1576,Avacyn Restored,(Common)
1577,Avacyn Restored,(Uncommon)
1578,Avacyn Restored,(Common)
1579,Avacyn Restored,(Common)
1580,Avacyn Restored,(Rare)
1581,Avacyn Restored,(Common)
1582,Avacyn Restored,(Common)
1583,Avacyn Restored,(Common)
1584,Avacyn Restored,(Common)
1585,Avacyn Restored,(Common)
1586,Avacyn Restored,(Common)
1587,Avacyn Restored (Mythic,Rare)
1588,Avacyn Restored,(Common)
1589,Avacyn Restored,(Uncommon)
1590,Avacyn Restored,(Rare)
1591,Avacyn Restored,(Common)
1592,Avacyn Restored,(Rare)
1593,Avacyn Restored,(Rare)
1594,Avacyn Restored,(Rare)
1595,Avacyn Restored,(Common)
1596,Avacyn Restored,(Common)
1597,Avacyn Restored,(Rare)
1598,Avacyn Restored,(Common)
1599,Avacyn Restored,(Uncommon)
1600,Avacyn Restored,(Common)
1601,Avacyn Restored,(Common)
1602,Avacyn Restored,(Common)
1603,Avacyn Restored,(Common)
1604,Avacyn Restored,(Common)
1605,Avacyn Restored,(Uncommon)
1606,Avacyn Restored,(Common)
1607,Avacyn Restored,(Common)
1608,Avacyn Restored,(Common)
1609,Avacyn Restored (Mythic,Rare)
1610,Avacyn Restored,(Rare)
1611,Avacyn Restored,(Rare)
1612,Avacyn Restored,(Common)
1613,Avacyn Restored,(Rare)
1614,Avacyn Restored,(Common)
1615,Avacyn Restored,(Rare)
1616,Avacyn Restored,(Common)
1617,Avacyn Restored,(Common)
1618,Avacyn Restored,(Common)
1619,Avacyn Restored,(Rare)
1620,Avacyn Restored,(Uncommon)
1621,Avacyn Restored,(Rare)
1622,Avacyn Restored,(Uncommon)
1623,Avacyn Restored (Mythic,Rare)
1624,Avacyn Restored,(Uncommon)
1625,Avacyn Restored (Mythic,Rare)
1626,Avacyn Restored,(Rare)
1627,Avacyn Restored,(Common)
1628,Avacyn Restored,(Common)
1629,Avacyn Restored,(Common)
1630,Avacyn Restored,(Common)
1631,Avacyn Restored,(Uncommon)
1632,Avacyn Restored (Mythic,Rare)
1633,Avacyn Restored,(Common)
1634,Avacyn Restored,(Uncommon)
1635,Avacyn Restored,(Rare)
1636,Avacyn Restored,(Uncommon)
1637,Avacyn Restored,(Uncommon)
1638,Avacyn Restored,(Common)
1639,Avacyn Restored,(Rare)
1640,Avacyn Restored,(Rare)
1641,Avacyn Restored,(Common)
1642,Avacyn Restored,(Common)
1643,Avacyn Restored,(Common)
1644,Avacyn Restored,(Common)
1645,Avacyn Restored,(Uncommon)
1646,Avacyn Restored,(Uncommon)
1647,Avacyn Restored,(Rare)
1648,Avacyn Restored,(Uncommon)
1649,Avacyn Restored,(Common)
1650,Avacyn Restored,(Uncommon)
1651,Avacyn Restored,(Common)
1652,Avacyn Restored,(Rare)
1653,Avacyn Restored,(Common)
1654,Avacyn Restored,(Common)
1655,Avacyn Restored,(Uncommon)
1656,Avacyn Restored,(Rare)
1657,Avacyn Restored,(Uncommon)
1658,Avacyn Restored,(Rare)
1659,Avacyn Restored,(Common)
1660,Battle for Zendikar,(Uncommon)
1661,Battle for Zendikar (Mythic,Rare)
1662,Battle for Zendikar,(Rare)
1663,Battle for Zendikar,(Uncommon)
1664,Battle for Zendikar,(Rare)
1665,Battle for Zendikar,(Rare)
1666,Battle for Zendikar,(Common)
1667,Battle for Zendikar,(Uncommon)
1668,Battle for Zendikar,(Rare)
1669,Battle for Zendikar,(Common)
1670,Battle for Zendikar,(Common)
1671,Battlebond,(Common)
1672,Battlebond,(Common)
1673,Battle for Zendikar,(Common)
1674,Battle for Zendikar,(Uncommon)
1675,Battle for Zendikar,(Rare)
1676,Battle for Zendikar,(Rare)
1677,Battle for Zendikar,(Common)
1678,Battle for Zendikar,(Common)
1679,Battle for Zendikar,(Rare)
1680,Battle for Zendikar,(Uncommon)
1681,Battle for Zendikar,(Uncommon)
1682,Battle for Zendikar,(Uncommon)
1683,Battle for Zendikar,(Uncommon)
1684,Battle for Zendikar,(Uncommon)
1685,Battle for Zendikar,(Common)
