,Unnamed: 0_x,card name,mana cost,converted mana cost,type,abilities-1,abilities-2,flavour text-1,flavour text-2,power/toughness,rarity,expansion,card no,artist,img url,Unnamed: 0_y,avg price ($),market price ($),foil avg ($),foil price ($)
75,75,Farideh's Fireball,"['3', 'Red', 'Red']",5,Instant,Farideh's Fireball deals 5 damage to target creature or planeswalker. Roll a d20., , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,142,Josu Hernaiz,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527429&type=card,2128.0,0.19,0.04,0.25,0.11
76,76,Fates' Reversal,"['1', 'Black']",2,Sorcery,Return up to one target creature card from your graveyard to your hand. Venture into the dungeon. (Enter the first room or advance to the next room.), ,"A doom denied—or, perhaps, delayed.", , ,"Rarity:
Common",Adventures in the Forgotten Realms,102,Alix Branwyn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527389&type=card,2130.0,0.19,0.06,0.26,0.1
77,77,Feign Death,['Black'],1,Instant,"Until end of turn, target creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control with a +1/+1 counter on it.""", ,A drastic measure for dangerous times., , ,"Rarity:
Common",Adventures in the Forgotten Realms,103,Maria Zolotukhina,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527390&type=card,2131.0,0.21,0.11,0.31,0.22
78,78,Feywild Trickster,"['2', 'Blue']",3,Creature — Gnome Warlock,"Whenever you roll one or more dice, create a 1/1 blue Faerie Dragon creature token with flying.", ,"Unlike most warlocks, those who make pacts with archfey are drawn to pranks and whimsy moreso than death and darkness.", ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms,58,Iris Compiet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527345&type=card,2132.0,0.25,0.14,0.42,0.23
79,79,Fifty Feet of Rope,['1'],1,Artifact,Climb Over — : Target Wall can't block this turn., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,244,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527531&type=card,2133.0,0.25,0.08,0.4,0.1
80,80,Fighter Class,"['Red', 'White']",2,Enchantment — Class,(Gain the next level as a sorcery to add its ability.), , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,222,Volkan Baga,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527509&type=card,2134.0,3.78,3.36,4.81,4.96
81,81,Find the Path,"['2', 'Green']",3,Enchantment — Aura,Enchant land, , , , ,"Rarity:
Common",Adventures in the Forgotten Realms,183,Lindsey Look,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527470&type=card,2135.0,0.18,0.03,0.3,0.14
82,82,Flameskull,"['1', 'Red', 'Red']",3,Creature — Skeleton,Flying, , , ,3 / 1,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,143,Xavier Ribeiro,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527430&type=card,2136.0,1.80,1.5,1.94,1.47
83,83,Flumph,"['1', 'White']",2,Creature — Jellyfish,"Defender, flying", ,"Flumphs siphon thoughts and energy from evil aberrations, and are often eager to share the dark knowledge they obtain with friendly adventurers.", ,0 / 4,"Rarity:
Rare",Adventures in the Forgotten Realms,15,Brian Valeza,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527302&type=card,2137.0,0.45,0.23,0.5,0.34
84,84,Fly,['Blue'],1,Enchantment — Aura,Enchant creature, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,59,Lie Setiawan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527346&type=card,2138.0,0.25,0.11,0.43,0.22
85,85,Forest,[],1,Basic Land — Forest,Enchant creature, ,"As you venture deeper under the boughs of Neverwinter Wood, arrows in a tree trunk suggest you might not be welcome.", , ,"Rarity:
Basic Land",Adventures in the Forgotten Realms,279,Sarah Finnigan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=530172&type=card,8826.0,0.50,0.33,1.23,1.22
86,86,Forsworn Paladin,['Black'],1,Creature — Human Knight,Menace, , , ,1 / 1,"Rarity:
Rare",Adventures in the Forgotten Realms,104,Lorenzo Mastroianni,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527391&type=card,2143.0,0.60,0.38,0.78,0.59
87,87,Froghemoth,"['3', 'Green', 'Green']",5,Creature — Frog Horror,"Trample, haste", , , ,4 / 4,"Rarity:
Rare",Adventures in the Forgotten Realms,184,Brent Hollowell,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527471&type=card,2144.0,0.74,0.52,0.94,0.65
88,88,Gelatinous Cube,"['2', 'Black', 'Black']",4,Creature — Ooze,"Engulf — When Gelatinous Cube enters the battlefield, exile target non-Ooze creature an opponent controls until Gelatinous Cube leaves the battlefield.", , , ,4 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,105,Olivier Bernard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527392&type=card,2145.0,0.50,0.36,0.77,0.48
89,89,Gloom Stalker,"['2', 'White']",3,Creature — Dwarf Ranger,"As long as you've completed a dungeon, Gloom Stalker has double strike.", ,"""I'll make sure you never mistake a roper for a stalagmite again.""", ,2 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,16,Tomas Duchek,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527303&type=card,2146.0,0.19,0.01,0.25,0.03
90,90,Gnoll Hunter,"['1', 'Green']",2,Creature — Gnoll,"Pack tactics — Whenever Gnoll Hunter attacks, if you attacked with creatures with total power 6 or greater this combat, put a +1/+1 counter on Gnoll Hunter.", ,"Yipping and cackling, the hunters tore through the village, leaving nothing but snapped bones and burning homes in their wake.", ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,185,Jesper Ejsing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527472&type=card,2147.0,0.18,0.02,0.25,0.07
91,91,Goblin Javelineer,['Red'],1,Creature — Goblin Warrior,Haste, ,Hate gets you only so far. A pointy stick can close the rest of the distance., ,1 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,144,Mike Jordana,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527431&type=card,2148.0,0.18,0.09,0.29,0.11
92,92,Goblin Morningstar,"['1', 'Red']",2,Artifact — Equipment,Equipped creature gets +1/+0 and has trample., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,145,Kari Christensen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527432&type=card,2149.0,0.25,0.12,0.29,0.18
93,93,Grand Master of Flowers,"['2', 'White', 'White']",4,Legendary Planeswalker — Bahamut,"As long as Grand Master of Flowers has seven or more loyalty counters on him, he's a 7/7 Dragon God creature with flying and indestructible.", , , ,3,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,17,Ekaterina Burmak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527304&type=card,2150.0,3.80,2.91,4.19,3.56
94,94,"Grazilaxx, Illithid Scholar","['1', 'Blue', 'Blue']",3,Legendary Creature — Horror,"Whenever a creature you control becomes blocked, you may return it to its owner's hand.", ,"""You studied hard. How delicious!""", ,3 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,60,Alexander Mokhov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527347&type=card,2151.0,0.51,0.42,0.99,0.53
95,95,Greataxe,['1'],1,Artifact — Equipment,Equipped creature gets +4/+0., ,"""If you're so mighty, scaled one, then why are you dead?""", , ,"Rarity:
Common",Adventures in the Forgotten Realms,245,Kari Christensen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527532&type=card,2152.0,0.20,0.04,0.26,0.07
96,96,Green Dragon,"['4', 'Green', 'Green']",6,Creature — Dragon,Flying, ,Green dragons take special pleasure in corrupting the good-hearted., ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,186,Ilse Gort,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527473&type=card,2153.0,0.25,0.11,0.4,0.25
97,97,Gretchen Titchwillow,"['Green', 'Blue']",2,Legendary Creature — Halfling Druid,: Draw a card. You may put a land card from your hand onto the battlefield., ,"""Plant what you wish to see grow. Listen for the stories you want to hear told.""", ,0 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms,223,Mila Pesic,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527510&type=card,2154.0,0.37,0.23,0.75,0.44
98,98,Grim Bounty,"['2', 'Black', 'Black']",4,Sorcery,"Destroy target creature or planeswalker. Create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", ,"Freed from the need to pay tribute to the dragon, the villagers gladly paid the dragon-slayers instead.", , ,"Rarity:
Common",Adventures in the Forgotten Realms,106,Justine Cruz,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527393&type=card,2155.0,0.18,0.06,0.3,0.11
99,99,Grim Wanderer,"['1', 'Black']",2,Creature — Goblin Warlock,Flash, ,"There is a stillness that walks with him, the quiet that follows great tragedy, when even the mourners are too exhausted to weep.", ,5 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms,107,Jason A. Engle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527394&type=card,2156.0,0.26,0.21,0.92,0.6
100,100,Guardian of Faith,"['1', 'White', 'White']",3,Creature — Spirit Knight,Flash, , , ,3 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms,18,Brian Valeza,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527305&type=card,2157.0,3.17,2.96,3.97,3.42
101,101,Guild Thief,"['1', 'Blue']",2,Creature — Orc Rogue,"Whenever Guild Thief deals combat damage to a player, put a +1/+1 counter on it.", ,She puts some coin in the Guild's pocket and sends a message at the same time., ,1 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms,61,Mike Jordana,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527348&type=card,2159.0,0.25,0.06,0.36,0.19
102,102,Half-Elf Monk,"['3', 'White']",4,Creature — Human Elf Monk,Vigilance, ,"""This fight was over the moment you picked up that clumsy cleaver of a sword.""", ,1 / 4,"Rarity:
Common",Adventures in the Forgotten Realms,19,Zoltan Boros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527306&type=card,2160.0,0.20,0.05,0.25,0.08
103,103,Hall of Storm Giants,[],4,Land,"If you control two or more other lands, Hall of Storm Giants enters the battlefield tapped.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,257,Johannes Voss,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527544&type=card,2161.0,1.00,0.96,1.33,1.18
104,104,"Hama Pashar, Ruin Seeker","['1', 'White', 'Blue']",3,Legendary Creature — Human Wizard,Room abilities of dungeons you own trigger an additional time., ,"""Someone took the time to carve these inscriptions. The least we can do is care enough to read them.""", ,2 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms,224,Eric Deschamps,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527511&type=card,2162.0,0.25,0.1,0.42,0.26
105,105,Hand of Vecna,['3'],3,Legendary Artifact — Equipment,"At the beginning of combat on your turn, equipped creature or a creature you control named Vecna gets +X/+X until end of turn, where X is the number of cards in your hand.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,246,Irina Nordsol,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527533&type=card,2163.0,0.56,0.31,0.99,0.47
106,106,Herald of Hadar,"['4', 'Black']",5,Creature — Human Warlock,Circle of Death — : Roll a d20., , , ,4 / 4,"Rarity:
Common",Adventures in the Forgotten Realms,108,Valera Lutfullina,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527395&type=card,2164.0,0.19,0.02,0.25,0.05
107,107,Hill Giant Herdgorger,"['4', 'Green', 'Green']",6,Creature — Giant,"When Hill Giant Herdgorger enters the battlefield, you gain 3 life.", ,A shepherd's crook is useful for cleaning bits of wool out of the teeth., ,7 / 6,"Rarity:
Common",Adventures in the Forgotten Realms,187,Chris Rahn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527474&type=card,2165.0,0.19,0.03,0.25,0.08
108,108,Hired Hexblade,"['1', 'Black']",2,Creature — Elf Warlock,"When Hired Hexblade enters the battlefield, if mana from a Treasure was spent to cast it, you draw a card and you lose 1 life.", ,"""I'll take care of it. You just be sure to hold up your end of the deal.""", ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms,109,Irina Nordsol,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527396&type=card,2166.0,0.18,0.02,0.25,0.11
109,109,Hive of the Eye Tyrant,[],2,Land,"If you control two or more other lands, Hive of the Eye Tyrant enters the battlefield tapped.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,258,Johannes Voss,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527545&type=card,2167.0,1.15,1.12,1.47,1.22
110,110,Hoard Robber,"['1', 'Black']",2,Creature — Tiefling Rogue,"Whenever Hoard Robber deals combat damage to a player, create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", ,"""And to think, a year ago I was picking pockets in Waterdeep.""", ,1 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,110,Anna Pavleeva,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527397&type=card,2168.0,0.20,0.1,0.35,0.13
111,111,Hoarding Ogre,"['3', 'Red']",4,Creature — Ogre,"Whenever Hoarding Ogre attacks, roll a d20.", , , ,3 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,146,Tuan Duong Chu,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527433&type=card,2169.0,0.20,0.09,0.36,0.19
112,112,Hobgoblin Bandit Lord,"['1', 'Red', 'Red']",3,Creature — Goblin Rogue,Other Goblins you control get +1/+1., ,"In a hobgoblin's view of the world, the weak owe tribute and fealty to the strong.", ,2 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms,147,Mark Zug,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527434&type=card,2170.0,1.27,1.15,1.62,1.23
113,113,Hobgoblin Captain,"['1', 'Red']",2,Creature — Goblin Barbarian,"Pack tactics — Whenever Hobgoblin Captain attacks, if you attacked with creatures with total power 6 or greater this combat, Hobgoblin Captain gains first strike until end of turn.", ,"Hobgoblins do not fear death, for those who fall in battle have gained glory eternal.", ,3 / 1,"Rarity:
Common",Adventures in the Forgotten Realms,148,Karl Kopinski,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527435&type=card,2171.0,0.17,0.08,0.28,0.12
114,114,Hulking Bugbear,"['1', 'Red', 'Red']",3,Creature — Goblin,Haste, ,"Bugbears move with surprising speed for their size and bulk, a fact that has led to the demise of many unwary adventurers.", ,3 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms,149,Filip Burburan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527436&type=card,2172.0,0.22,0.07,0.35,0.16
115,115,Hunter's Mark,"['3', 'Green']",4,Instant,This spell costs less to cast if it targets a blue permanent you don't control., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms,188,Izzy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527475&type=card,2173.0,0.25,0.09,0.42,0.23
116,116,"Icingdeath, Frost Tyrant","['2', 'White', 'White']",4,Legendary Creature — Dragon,"Flying, vigilance", , , ,4 / 3,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,20,Matt Stewart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527307&type=card,2175.0,3.50,3.27,4.11,3.75
117,117,Improvised Weaponry,"['2', 'Red']",3,Sorcery,"Improvised Weaponry deals 2 damage to any target. Create a Treasure token. (It's an artifact with "", Sacrifice this artifact: Add one mana of any color."")", ,Anything can be a weapon if you swing it hard enough., , ,"Rarity:
Common",Adventures in the Forgotten Realms,150,Alix Branwyn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527437&type=card,2176.0,0.19,0.03,0.25,0.13
118,118,Inferno of the Star Mounts,"['4', 'Red', 'Red']",6,Legendary Creature — Dragon,This spell can't be countered., ,The ancient dragon Imvaernarhro has earned his fiery nickname., ,6 / 6,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms,151,Jesper Ejsing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527438&type=card,2177.0,11.63,10.87,12.29,12.08
119,119,Ingenious Smith,"['1', 'White']",2,Creature — Human Artificer,"When Ingenious Smith enters the battlefield, look at the top four cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.", , , ,1 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms,21,Nicholas Elias,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527308&type=card,2178.0,0.44,0.36,1.02,0.72
120,120,Inspiring Bard,"['3', 'Green']",4,Creature — Elf Bard,"When Inspiring Bard enters the battlefield, choose one —", ,"""Wake up, my friends! There are deeds to be done and treasures to be won!""", ,3 / 3,"Rarity:
Common",Adventures in the Forgotten Realms,189,Eelis Kyttanen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527476&type=card,2179.0,0.20,0.03,0.25,0.11
121,121,Instrument of the Bards,['Green'],1,Legendary Artifact,"At the beginning of your upkeep, you may put a harmony counter on Instrument of the Bards.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms,190,Randy Gallegos,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=527477&type=card,2180.0,0.53,0.27,0.62,0.36
